cc_num,Income,Travel,Lifestyle,Premium,All_Purpose,Fuel,Total,User_Profile,High_Income,Student,Self_Employed,Frequent_Traveler,Online_Shopper,Fuel_Customer,Best_Card,Second_Best_Card,Third_Best_Card,Fourth_Best_Card,Fifth_Best_Card
6.77296E+15,150000,24067.05,14007.17,22221.25,23421.29,14817.08,98533.84,Fuel,0,0,0,1,1,1,9,5,13,14,6
6.95485E+15,260000,58076.74,21614.1,45901.04,73581.71,19331.8,218505.39,"Travel, Premium, All_Purpose",1,0,0,1,1,0,0,1,2,8,7
6.77016E+15,100000,21472.15,9370.97,11543.62,16770.59,5731.87,64889.2,Travel,0,0,0,1,1,0,9,5,6,11,3
6.03422E+15,280000,30863.24,15806.83,14833.92,81727.89,21693.41,164925.29,All_Purpose,1,0,1,0,1,0,7,12,0,1,2
6.33592E+15,130000,21433.71,16634.02,15085.74,22970.03,7186.82,83310.32,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.41675E+15,190000,25157.09,38930.43,26701.5,21554.64,10082.82,122426.48,All_Purpose,0,0,1,0,1,0,6,11,3,4,7
6.81839E+15,70000,7610.72,20910.16,2787.59,16303.54,6942.88,54554.89,"Lifestyle, Fuel",0,0,0,0,1,1,6,11,3,4,7
6.66299E+15,170000,20627.36,13658.86,13864.65,17379.11,14383.37,79913.35,Fuel,0,0,0,0,1,1,6,11,3,4,7
6.05331E+15,200000,35282.66,59834.84,33674.99,43069.66,13062.54,184924.69,"Lifestyle, Premium",0,0,1,1,1,0,9,5,6,11,3
6.41564E+15,290000,47534.63,23976.5,52409.59,51896.26,17322.03,193139.01,Premium,1,0,0,1,1,0,0,1,2,8,7
6.30072E+15,40000,6484.78,10275.38,6188.58,9969.88,2022.06,34940.68,"Lifestyle, Premium",0,1,0,1,1,0,5,3,4,13,14
6.58676E+15,300000,51660.49,16439.42,22250.47,74179.13,17056.65,181586.16,All_Purpose,1,0,0,1,1,0,0,1,2,8,7
6.79239E+15,50000,6614.01,2651.51,3550.21,14734.61,4503.84,32054.18,"All_Purpose, Fuel",0,0,0,0,0,1,6,11,9,10,12
6.38604E+15,230000,39830.96,17809.83,28325.22,41391.49,21210.11,148567.61,Fuel,1,0,1,1,1,1,0,1,2,8,7
6.11182E+15,70000,8575.51,9181.83,10874.55,12930.68,4815.61,46378.18,Premium,0,0,0,0,1,0,6,11,3,4,7
6.70538E+15,130000,21959.21,32013.04,23615.07,37722.57,11614.87,126924.76,"Premium, All_Purpose, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.52747E+15,150000,30483.03,23910.12,10994.1,39748.76,7788.2,112924.21,Travel,0,0,1,1,1,0,9,5,6,11,3
6.7744E+15,110000,18614.38,23023.04,15629.92,30461.85,9001.68,96730.87,Fuel,0,0,1,1,1,1,9,5,13,14,6
6.9592E+15,290000,31899.36,52084.58,16103.33,70248.27,21927.22,192262.76,All_Purpose,1,0,0,0,1,0,7,12,0,1,2
6.43386E+15,40000,4250.04,2847.92,6071,3834.34,2142.51,19145.81,Premium,0,1,0,0,0,0,10,3,4,6,11
6.275E+15,130000,31651.78,30469.02,11706.86,18880.92,8773.07,101481.65,Travel,0,0,0,1,1,0,9,5,6,11,3
6.18268E+15,70000,8828.15,5221.92,9957.6,17371.34,4427.66,45806.67,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.78698E+15,270000,30327.95,78830.55,21660.92,67291.85,21932.96,220044.23,"Lifestyle, Fuel",1,0,0,0,1,1,7,12,0,1,2
6.52939E+15,190000,24862.09,15265.85,25564.92,47579.69,15617.09,128889.64,Fuel,0,0,1,0,1,1,6,11,3,4,7
6.25669E+15,220000,23384.39,64266.88,36471.91,31772.59,21779.67,177675.44,"Lifestyle, Premium, Fuel",1,0,1,0,1,1,7,12,0,1,2
6.19687E+15,280000,52461.75,66365.12,47040.24,62839.08,15793.34,244499.53,Premium,1,0,1,1,1,0,0,1,2,8,7
6.45283E+15,20000,4784.25,2123.08,1865.37,3501.14,1439.4,13713.24,Travel,0,0,0,1,0,0,9,6,11,0,1
6.33413E+15,100000,24146.14,11017.32,5065.52,12344.35,9434.62,62007.95,"Travel, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.6834E+15,130000,28726.61,34274.55,22463.8,36447.39,8087.66,130000.01,"Travel, Lifestyle, Premium, All_Purpose",0,0,1,1,1,0,9,5,6,11,3
6.81181E+15,300000,50724.28,78149.89,46153.02,75245.53,24842.43,275115.15,"Lifestyle, Premium, Fuel",1,0,0,1,1,1,0,1,2,8,7
6.51216E+15,250000,61925.12,71086.75,9334.88,29064.81,14146.61,185558.17,"Travel, Lifestyle",1,0,1,1,1,0,0,1,2,8,7
6.01613E+15,210000,46760.24,21709.35,24358.94,55640.48,18194.42,166663.43,"Travel, Fuel",1,0,0,1,1,1,0,1,2,8,7
6.5884E+15,60000,11313.13,10625.41,4834.99,12258.29,5066.66,44098.48,Fuel,0,0,0,1,1,1,9,5,13,14,6
6.66026E+15,280000,54724.24,67278.51,16019.41,50831.94,14130.64,202984.74,All_Purpose,1,0,1,1,1,0,0,1,2,8,7
6.57619E+15,280000,58511.39,83426.7,13120.88,47132.05,25200.99,227392.01,"Travel, Lifestyle, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.50352E+15,120000,25195.28,24479.56,7435.7,18982.15,10702.75,86795.44,"Travel, Fuel",0,0,1,1,1,1,9,5,13,14,6
6.08536E+15,120000,12094.13,28829.72,4320.35,29287.37,7214.88,81746.45,All_Purpose,0,0,1,0,1,0,6,11,3,4,7
6.43157E+15,200000,31038.22,26346.58,11062.19,29446.59,18766.51,116660.09,Fuel,0,0,1,1,1,1,9,5,13,14,6
6.44621E+15,300000,50187.48,69155.32,54195.98,63140.93,20872.89,257552.6,Premium,1,0,0,1,1,0,0,1,2,8,7
6.629E+15,300000,61302.82,15241.37,40599.06,47462.54,26912.96,191518.75,"Travel, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.40925E+15,110000,20705.34,18726.75,15311.49,10369.46,8689.91,73802.95,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.68635E+15,260000,47865.74,52226.7,37699.88,66845.37,16507.67,221145.36,All_Purpose,1,0,1,1,1,0,0,1,2,8,7
6.72556E+15,230000,40189.82,15930.85,9189.34,35312.46,20526.32,121148.79,Fuel,1,0,0,1,1,1,0,1,2,8,7
6.70871E+15,280000,61121.83,50208.83,29353.47,31483.08,18594.7,190761.91,Travel,1,0,1,1,1,0,0,1,2,8,7
6.8875E+15,250000,33272.95,49889.08,38765.68,74909.11,24163.92,221000.74,"Premium, All_Purpose, Fuel",1,0,0,0,1,1,7,12,0,1,2
6.36097E+15,70000,11423.1,14633.1,11449.25,7422.38,4934.67,49862.5,Premium,0,0,0,1,1,0,9,5,6,11,3
6.71269E+15,300000,47272.48,57890.42,38976.24,36175.43,20433.53,200748.1,All_Purpose,1,0,1,1,1,0,0,1,2,8,7
6.36001E+15,10000,1039.3,560.48,1713.88,1400.76,759.04,5473.46,Premium,0,1,0,0,0,0,10,3,4,6,11
6.09636E+15,10000,2411.02,1148.24,1030.42,2720.01,920.97,8230.66,"Travel, Fuel",0,1,0,1,0,1,13,14,5,10,9
6.62771E+15,250000,55099.12,41136.68,28026.18,27341.4,13507.52,165110.9,Travel,1,0,0,1,1,0,0,1,2,8,7
6.72208E+15,270000,47106.68,42987.42,41584.43,67071.47,15645.26,214395.26,Premium,1,0,0,1,1,0,0,1,2,8,7
6.3976E+15,300000,63811.88,64271.64,57787.35,28551.23,15855.82,230277.92,"Travel, Premium",1,0,1,1,1,0,0,1,2,8,7
6.60519E+15,250000,34813.96,27936.17,46015.82,33725.04,15899.37,158390.36,Premium,1,0,1,0,1,0,7,12,0,1,2
6.08024E+15,200000,43301.32,13268.31,22577.42,17479,10626.53,107252.58,Travel,0,0,0,1,1,0,9,5,6,11,3
6.62432E+15,130000,15715.28,23803.67,12985.21,20334.02,12348.92,85187.1,Fuel,0,0,1,0,1,1,6,11,3,4,7
6.57386E+15,90000,17961.16,26176.37,11270.57,25749.08,4735.16,85892.34,"Lifestyle, All_Purpose",0,0,0,1,1,0,9,5,6,11,3
6.71122E+15,30000,4170.71,6981.16,5904.62,4093.1,2481.26,23630.85,"Premium, Fuel",0,1,0,0,0,1,10,13,14,3,4
6.38885E+15,70000,12935.97,11618.82,13666.86,14971.32,4723.27,57916.24,Premium,0,0,0,1,1,0,9,5,6,11,3
6.26643E+15,60000,7361.22,6379.75,4359.86,16028.13,4683.67,38812.63,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.37171E+15,80000,9377.23,21202.79,12230.27,7590.96,6831.34,57232.59,"Lifestyle, Premium, Fuel",0,0,0,0,1,1,6,11,3,4,7
6.29495E+15,270000,30309.88,44435.29,30347.56,31447.01,26266.92,162806.66,Fuel,1,0,1,0,1,1,7,12,0,1,2
6.9496E+15,90000,15240.99,13764.72,12659.89,17999.55,4780.23,64445.38,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.27436E+15,300000,66288.16,49442.99,11649.79,75894.36,18020.46,221295.76,Travel,1,0,1,1,1,0,0,1,2,8,7
6.41433E+15,50000,6235.3,6627.69,7932.39,9713.24,3012.2,33520.82,Premium,0,0,0,0,0,0,6,11,9,10,12
6.73458E+15,10000,2319.37,2676.45,705.95,1792.73,992.49,8486.99,"Travel, Lifestyle, Fuel",0,0,0,1,0,1,9,13,14,6,11
6.18027E+15,190000,19774.27,12597.22,20684.98,53205.4,14617.67,120879.54,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.57391E+15,100000,11582.11,21419.5,16975.75,16369.24,8878.06,75224.66,"Premium, Fuel",0,0,1,0,1,1,6,11,3,4,7
6.02882E+15,120000,21419.93,14614.14,19774.23,24848.46,9807.49,90464.25,"Premium, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.89395E+15,240000,38254.94,66905.4,28947.58,27540.01,20350.79,181998.72,"Lifestyle, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.47018E+15,150000,22127.14,39644.22,27606.65,21137.85,14876.41,125392.27,"Lifestyle, Premium, Fuel",0,0,0,0,1,1,6,11,3,4,7
6.29139E+15,270000,35181.63,25935.18,49134.13,60464.98,15553.41,186269.33,Premium,1,0,1,0,1,0,7,12,0,1,2
6.45307E+15,220000,42304.83,15590.52,39602.37,56494.41,16557.27,170549.4,Premium,1,0,0,1,1,0,0,1,2,8,7
6.56779E+15,240000,39039.4,71046.62,34451.14,52710.64,13991.46,211239.26,Lifestyle,1,0,0,1,1,0,0,1,2,8,7
6.94395E+15,90000,14771.11,8150.25,2892.9,18283.16,6873.3,50970.72,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.35148E+15,200000,25622.36,52908.85,33848.16,39794.93,17102.43,169276.73,"Lifestyle, Premium, Fuel",0,0,1,0,1,1,6,11,3,4,7
6.04014E+15,170000,29014.78,43419.57,18372.76,26981.66,12700.81,130489.58,Lifestyle,0,0,0,1,1,0,9,5,6,11,3
6.10976E+15,300000,45084.36,28032.12,45312.72,78514.56,16509.56,213453.32,Premium,1,0,1,1,1,0,0,1,2,8,7
6.33061E+15,170000,20620.29,23287.51,18115.14,41606.11,14034.75,117663.8,Fuel,0,0,0,0,1,1,6,11,3,4,7
6.81235E+15,260000,39742.62,67694.09,28630.89,76804.8,21243.85,234116.25,"Lifestyle, All_Purpose, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.44946E+15,200000,40285.33,26255.2,29335.12,19064.21,11748.81,126688.67,Travel,0,0,0,1,1,0,9,5,6,11,3
6.37779E+15,120000,16089.23,31111.23,9297.23,26572.08,10164.9,93234.67,"Lifestyle, Fuel",0,0,1,0,1,1,6,11,3,4,7
6.20952E+15,300000,43738.98,30948.33,10692.66,44060.46,24797.44,154237.87,Fuel,1,0,1,0,1,1,7,12,0,1,2
6.54412E+15,70000,16147.65,16906.13,11482.52,15840.77,4411,64788.07,"Travel, Premium",0,0,0,1,1,0,9,5,6,11,3
6.01142E+15,20000,4012.2,3802.2,977.36,3567.04,1460.36,13819.16,Travel,0,1,0,1,0,0,13,14,5,10,9
6.59934E+15,30000,5459.92,4353,5881.68,3130.76,2133.82,20959.18,Premium,0,0,0,1,0,0,9,6,11,0,1
6.06564E+15,170000,35867.56,47518.25,13193.08,45701.98,10983.85,153264.72,"Travel, Lifestyle",0,0,1,1,1,0,9,5,6,11,3
6.04726E+15,50000,10654.71,12561.33,1653.06,14590.91,4316.68,43776.69,"Travel, Lifestyle, All_Purpose, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.90516E+15,170000,38149.56,20464.65,30322.59,17810.51,14481.33,121228.64,"Travel, Premium, Fuel",0,0,1,1,1,1,9,5,13,14,6
6.55062E+15,240000,27475.24,26513.63,7706.08,43950.95,15615.18,121261.08,All_Purpose,1,0,0,0,1,0,7,12,0,1,2
6.55309E+15,170000,24579.56,21246.56,26578.28,15400.54,16174.61,103979.55,"Premium, Fuel",0,0,1,0,1,1,6,11,3,4,7
6.15158E+15,270000,54046.09,53542.46,49056.68,32608.61,14566.08,203819.92,"Travel, Premium",1,0,0,1,1,0,0,1,2,8,7
6.41231E+15,170000,37261.75,9973.49,21943.12,50829.36,15773.42,135781.14,"Travel, All_Purpose, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.36694E+15,20000,2190.92,5156.87,2636.53,2105.71,1093.86,13183.89,Lifestyle,0,1,0,0,0,0,10,3,4,6,11
6.13819E+15,20000,4007.6,5146.43,3588.53,4115.8,1517.45,18375.81,"Travel, Lifestyle, Premium",0,1,0,1,0,0,13,14,5,10,9
6.38083E+15,280000,41311.76,44421.72,45236.67,59478.48,26495.33,216943.96,"Premium, Fuel",1,0,1,0,1,1,7,12,0,1,2
6.63967E+15,220000,42033.96,45721.92,28729.47,51607.47,13611.77,181704.59,All_Purpose,1,0,0,1,1,0,0,1,2,8,7
6.07546E+15,230000,26595.76,33609.4,25967.78,51402.55,22431.11,160006.6,Fuel,1,0,1,0,1,1,7,12,0,1,2
6.67682E+15,50000,10576.95,8828.33,6889.88,4780.25,3135.98,34211.39,Travel,0,0,0,1,0,0,9,6,11,0,1
6.8888E+15,10000,1708.74,614.12,538.04,1408.99,985.77,5255.66,Fuel,0,1,0,1,0,1,13,14,5,10,9
6.59214E+15,10000,1723.06,990.24,1338.33,1417.5,603.5,6072.63,All_Purpose,0,1,0,1,0,0,13,14,5,10,9
6.63478E+15,190000,19156.92,9864.04,12775.92,16734.95,10526.24,69058.07,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.01997E+15,300000,55742.19,53450.08,23967.93,85495.75,20955.23,239611.18,All_Purpose,1,0,1,1,1,0,0,1,2,8,7
6.90934E+15,20000,2341.52,2726.12,2325.2,5446.58,1493.55,14332.97,All_Purpose,0,1,0,0,0,0,10,3,4,6,11
6.19054E+15,210000,52273.73,17403.18,16107.92,35029.41,14929.2,135743.44,Travel,1,0,1,1,1,0,0,1,2,8,7
6.80089E+15,120000,28337,27420.98,16001.27,17767.44,10942.74,100469.43,"Travel, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.28459E+15,260000,58026.73,13101.73,35928.94,23724.94,16348.89,147131.23,Travel,1,0,0,1,1,0,0,1,2,8,7
6.63587E+15,60000,11434.16,13298.85,2967.77,9866.67,4368.71,41936.16,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.64493E+15,230000,27175.36,35589.5,36271.06,21992.99,12422.07,133450.98,Premium,1,0,1,0,1,0,7,12,0,1,2
6.8981E+15,40000,9650.35,8685.73,5814.96,6384.9,3187.32,33723.26,Travel,0,0,0,1,0,0,9,6,11,0,1
6.89501E+15,230000,54508.4,46722.97,41061.62,55033.04,12886.42,210212.45,"Travel, Premium",1,0,0,1,1,0,0,1,2,8,7
6.71166E+15,110000,12096.32,20184.11,5957.96,9083.3,7821.19,55142.88,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.87641E+15,240000,44779.2,14624.34,12218.53,48696.32,16118.01,136436.4,All_Purpose,1,0,0,1,1,0,0,1,2,8,7
6.95159E+15,270000,53417.81,70578.29,39885.42,47137.91,22585.05,233604.48,"Lifestyle, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.33932E+15,170000,24810.99,42031.87,18001.52,43459.42,15490.59,143794.39,Fuel,0,0,0,0,1,1,6,11,3,4,7
6.35887E+15,60000,14249.72,9464.78,5052.44,12485.02,4113.52,45365.48,Travel,0,0,0,1,1,0,9,5,6,11,3
6.39386E+15,240000,48782.58,34473.17,14007.9,41931.95,13711.13,152906.73,Travel,1,0,1,1,1,0,0,1,2,8,7
6.5164E+15,50000,7594.08,4430.75,1716.31,11104.05,4092.26,28937.45,Fuel,0,0,0,1,0,1,9,13,14,6,11
6.56694E+15,200000,22151.36,30481.44,16581.39,45793.31,16057.79,131065.29,Fuel,0,0,1,0,1,1,6,11,3,4,7
6.18193E+15,20000,2653.68,5940.18,2143.61,4628.41,1140.55,16506.43,Lifestyle,0,1,0,0,0,0,10,3,4,6,11
6.87273E+15,60000,10549.1,17460.26,5718.91,5314.75,3092.87,42135.89,Lifestyle,0,0,0,1,1,0,9,5,6,11,3
6.92412E+15,220000,27280.82,12284.37,34882.39,39792.51,14181.69,128421.78,Premium,1,0,0,0,1,0,7,12,0,1,2
6.08075E+15,110000,26772.66,14134.08,19913.15,23391.22,10046.89,94258,"Travel, Premium, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.47528E+15,160000,22921.73,46445.42,15393.91,26370.02,10723.1,121854.18,Lifestyle,0,0,0,0,1,0,6,11,3,4,7
6.21517E+15,160000,19699.48,30148.46,19534.37,39618.94,14669.2,123670.45,Fuel,0,0,0,0,1,1,6,11,3,4,7
6.83114E+15,10000,1453.5,1148.34,630.86,926.82,671.22,4830.74,All_Purpose,0,1,0,0,0,0,10,3,4,6,11
6.23957E+15,90000,22046.63,17048.45,8013.34,18693.26,5126.39,70928.07,Travel,0,0,0,1,1,0,9,5,6,11,3
6.9944E+15,280000,54301.84,48222.85,27524.67,83621.06,26324.41,239994.83,"All_Purpose, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.38985E+15,270000,50059.78,55394.58,17340.23,45071.18,14032.7,181898.47,All_Purpose,1,0,1,1,1,0,0,1,2,8,7
6.00734E+15,60000,10887.22,6416.25,11633.09,16804.8,5166.43,50907.79,"Premium, All_Purpose, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.198E+15,160000,36879.26,13226.09,26301.87,17193.69,14353.69,107954.6,"Travel, Premium, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.16594E+15,290000,67153.44,82943.05,16035.64,52718.7,28724.32,247575.15,"Travel, Lifestyle, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.33957E+15,30000,6885.96,5915.49,2814.18,4286.17,1804.83,21706.63,Travel,0,1,0,1,0,0,13,14,5,10,9
6.48797E+15,200000,31596.22,35563.77,22739.07,41400.28,18655.77,149955.11,Fuel,0,0,0,1,1,1,9,5,13,14,6
6.64672E+15,280000,45118.54,71926.32,44791.52,57729.38,27384.66,246950.42,"Lifestyle, Premium, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.34368E+15,270000,31425.2,71142.43,28256.98,71909.95,25556.72,228291.28,"Lifestyle, Fuel",1,0,0,0,1,1,7,12,0,1,2
6.22299E+15,40000,9300.79,6483.19,4670.94,8714.01,3852.77,33021.7,"Travel, Fuel",0,1,0,1,0,1,13,14,5,10,9
6.33479E+15,190000,32590.04,42166.8,29043.43,44147.86,10777.13,158725.26,Premium,0,0,1,1,1,0,9,5,6,11,3
6.24319E+15,260000,39989.91,65288.42,20121.19,32852.32,25446.82,183698.66,"Lifestyle, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.28615E+15,30000,7490.19,6576.16,5125.19,4344.49,1521.47,25057.5,"Travel, Premium",0,1,0,1,0,0,13,14,5,10,9
6.59429E+15,190000,42773.12,44672.62,10314.06,46693.29,16804.77,161257.86,"Travel, Fuel",0,0,1,1,1,1,9,5,13,14,6
6.23274E+15,200000,42983.48,52296.07,26862.54,19898.61,14876.28,156916.98,"Travel, Lifestyle",0,0,1,1,1,0,9,5,6,11,3
6.14154E+15,70000,11279.2,10624.36,2885.52,10971.84,3888.49,39649.41,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.34706E+15,200000,48430.64,13615.82,38473.92,38993.37,12995.66,152509.41,"Travel, Premium",0,0,0,1,1,0,9,5,6,11,3
6.76092E+15,90000,15758.43,22376.6,13518.42,8194.48,4828.06,64675.99,Premium,0,0,1,1,1,0,9,5,6,11,3
6.22814E+15,10000,1442.94,1080.96,777.71,2567.66,964.61,6833.88,Fuel,0,1,0,0,0,1,10,13,14,3,4
6.70556E+15,80000,18873.33,10429.91,8879.54,10378.11,6561.9,55122.79,"Travel, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.59383E+15,70000,13336.68,9761.75,9809.03,7492.98,6610.31,47010.75,Fuel,0,0,0,1,0,1,9,13,14,6,11
6.91045E+15,180000,30132.44,35363.92,24518.39,17242.32,15143.55,122400.62,Fuel,0,0,0,1,1,1,9,5,13,14,6
6.99044E+15,80000,16567.43,20450.7,13333.84,16124.02,6080.68,72556.67,"Travel, Lifestyle, Premium",0,0,0,1,1,0,9,5,6,11,3
6.75798E+15,10000,2163.02,1178.52,1144.38,1425.4,566.91,6478.23,Travel,0,1,0,1,0,0,13,14,5,10,9
6.69995E+15,110000,11896.48,26087.74,9238.87,8803.26,8311.21,64337.56,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.86709E+15,280000,39599.12,63488.35,11384.03,74103.25,14053.48,202628.23,All_Purpose,1,0,1,0,1,0,7,12,0,1,2
6.97899E+15,250000,28820.96,35014.62,18991.71,66349.15,16416.85,165593.29,All_Purpose,1,0,1,0,1,0,7,12,0,1,2
6.13933E+15,250000,58445.21,39613.59,46172.58,40752.49,24550.98,209534.85,"Travel, Premium, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.40472E+15,180000,31332.98,26444.2,24760.98,42272.74,9039.27,133850.17,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.47684E+15,230000,47600.09,49817.16,44672.46,56908.51,22433.89,221432.11,"Travel, Premium, Fuel",1,0,1,1,1,1,0,1,2,8,7
6.0752E+15,300000,43412.35,22902.37,48873.02,66513.85,15722.79,197424.38,Premium,1,0,0,0,1,0,7,12,0,1,2
6.023E+15,100000,24352,17510.03,10356.4,18069.39,6044.41,76332.23,Travel,0,0,1,1,1,0,9,5,6,11,3
6.34971E+15,30000,3235.6,7256.76,3024.17,7826.39,2775.52,24118.44,Fuel,0,1,0,0,0,1,10,13,14,3,4
6.46253E+15,70000,13902.21,11764.93,12573.87,8922.41,5872.35,53035.77,"Premium, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.92863E+15,280000,40402.66,23562.06,39418.05,67897.6,18418.78,189699.15,All_Purpose,1,0,1,0,1,0,7,12,0,1,2
6.87655E+15,160000,33116.97,15968.61,29013.85,22916.82,10942.29,111958.54,"Travel, Premium",0,0,0,1,1,0,9,5,6,11,3
6.08647E+15,260000,30348.98,46531.02,19627.6,68589.47,13191.01,178288.08,All_Purpose,1,0,1,0,1,0,7,12,0,1,2
6.99443E+15,160000,24096.29,8773.11,8182.82,27360.22,11942.92,80355.36,All_Purpose,0,0,0,1,1,0,9,5,6,11,3
6.92879E+15,250000,44910.16,49695.73,7921.76,45525.23,24543.74,172596.62,Fuel,1,0,1,1,1,1,0,1,2,8,7
6.01179E+15,200000,40326.27,25593.19,32315.71,50008.55,15212.96,163456.68,"Travel, Premium",0,0,1,1,1,0,9,5,6,11,3
6.34802E+15,280000,33273.11,15186.34,45059.53,72120.78,15682.9,181322.66,Premium,1,0,1,0,1,0,7,12,0,1,2
6.64925E+15,170000,17447.59,20965.62,27443.8,32971.72,11458.81,110287.54,Premium,0,0,1,0,1,0,6,11,3,4,7
6.65287E+15,20000,2004.06,2499,2797.96,5886.46,1847.06,15034.54,"All_Purpose, Fuel",0,0,0,0,0,1,6,11,9,10,12
6.38786E+15,10000,2347.84,2458,1626.64,1807.59,699,8939.07,"Travel, Premium",0,1,0,1,0,0,13,14,5,10,9
6.81457E+15,160000,21477.65,17864.15,17966.9,39110.04,11790.48,108209.22,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.80276E+15,300000,68436.71,80236.37,45915.61,83722.14,21689.16,299999.99,"Travel, Lifestyle, Premium",1,0,0,1,1,0,0,1,2,8,7
6.1996E+15,120000,18582.25,12761.44,7594.99,13317.2,9734.48,61990.36,Fuel,0,0,0,1,1,1,9,5,13,14,6
6.31877E+15,50000,9337.24,4337.03,8394.55,10995.5,3470.41,36534.73,Premium,0,0,0,1,0,0,9,6,11,0,1
6.34515E+15,50000,7588.94,13968.57,3969.29,9169.87,4725.35,39422.02,"Lifestyle, Fuel",0,0,0,1,1,1,9,5,13,14,6
6.89247E+15,270000,29519.23,23442.96,8459.93,59076.75,19543.59,140042.46,All_Purpose,1,0,1,0,1,0,7,12,0,1,2
6.84129E+15,230000,41273.26,25408.86,26473.6,52788.79,12376.75,158321.26,All_Purpose,1,0,0,1,1,0,0,1,2,8,7
6.72553E+15,90000,19894.03,14842.46,11062.63,15769.76,4697.55,66266.43,Travel,0,0,0,1,1,0,9,5,6,11,3
6.9602E+15,90000,15014.81,9206.67,3464.68,23904.26,8915.37,60505.79,Fuel,0,0,0,1,1,1,9,5,13,14,6
6.13434E+15,30000,6842.03,3314.83,5799.2,3699.71,2927.14,22582.91,"Travel, Premium, Fuel",0,0,0,1,0,1,9,13,14,6,11
6.41475E+15,190000,39284.1,56104.33,24096.13,26048.85,13651.46,159184.87,"Travel, Lifestyle",0,0,1,1,1,0,9,5,6,11,3
6.68322E+15,160000,30936.24,47247.11,9970.93,40699.35,15263.19,144116.82,"Lifestyle, Fuel",0,0,1,1,1,1,9,5,13,14,6
6.59817E+15,160000,39043.25,28858.39,31382.78,39457.32,9293.37,148035.11,"Travel, Premium",0,0,1,1,1,0,9,5,6,11,3
6.4028E+15,30000,6232.49,3355.05,4167.14,6799.56,1744.05,22298.29,Travel,0,1,0,1,0,0,13,14,5,10,9
6.85982E+15,200000,43148.81,34944.78,6411.51,16397.69,13570.29,114473.08,Travel,0,0,1,1,1,0,9,5,6,11,3
6.74963E+15,240000,32232.36,50061.82,16260.7,36184.18,22176.51,156915.57,Fuel,1,0,1,0,1,1,7,12,0,1,2
6.61577E+15,220000,25148.18,34578.61,7690.95,40875.08,18286.77,126579.59,Fuel,1,0,0,0,1,1,7,12,0,1,2
6.39842E+15,240000,34399.86,35870.2,44716.87,71643.86,12538.94,199169.73,"Premium, All_Purpose",1,0,1,0,1,0,7,12,0,1,2
6.6491E+15,10000,1557.59,1481.15,1582.25,2820.54,975.46,8416.99,"Premium, All_Purpose, Fuel",0,1,0,1,0,1,13,14,5,10,9
6.27407E+15,240000,36856.36,59252.95,17440.86,48983.11,16302.94,178836.22,All_Purpose,1,0,1,1,1,0,0,1,2,8,7
6.50885E+15,200000,27211.97,19579.65,37220.13,20479.36,15059.58,119550.69,Premium,0,0,1,0,1,0,6,11,3,4,7
6.36379E+15,110000,11642.34,6490.52,6576.65,29775.84,7053.63,61538.98,All_Purpose,0,0,0,0,1,0,6,11,3,4,7
6.46792E+15,170000,31831.37,27056.1,21864.57,32924.52,14949.6,128626.16,Fuel,0,0,0,1,1,1,9,5,13,14,6
6.57231E+15,80000,12236.6,21881.89,15271.81,22109.02,5677.79,77177.11,"Lifestyle, Premium",0,0,0,1,1,0,9,5,6,11,3
6.40085E+15,40000,6858.01,6975.4,2591.82,8401.95,2372.27,27199.45,All_Purpose,0,1,0,1,0,0,13,14,5,10,9
